dataset,participant,task,step_size,ablation,landmarks,RMSD,mean_motion,std_motion,mean_T2,std_T2,warnings,UCL
UCF Sports Action,S05,Kicking-Side.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",2.074135896923645,3.670583582902626,2.074135896923645,39.729561832258334,95.22373355715555,0,
UCF Sports Action,S05,Kicking-Side.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.8909437797600525,1.2600091784809448,0.8909437797600525,20.967497765985367,7.813431220605495,0,
UCF Sports Action,S05,Kicking-Side.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.089387589338417,1.6073552218736324,1.089387589338417,15.09820242249188,37.384382861019326,0,
UCF Sports Action,S05,Kicking-Side.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.7207907051056621,1.0506395742012697,0.7207907051056621,21.457845181267093,9.342019761335445,0,
UCF Sports Action,S05,Kicking-Side.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",2.6857122235016178,5.194760034151189,2.6857122235016178,26.363615795846076,121.59019483159443,0,
UCF Sports Action,S05,Kicking-Side.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",1.3800955876441643,1.7372783853345972,1.3800955876441643,18.745550038829432,7.614631597460077,0,
UCF Sports Action,S05,Kicking-Side.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.6665394516718877,2.224255828095638,1.6665394516718877,11.13294530952728,29.078127835515602,0,
UCF Sports Action,S05,Kicking-Side.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.6933458713844296,1.4028657643094047,0.6933458713844296,0.23065726213683407,57.904460507439616,0,
UCF Sports Action,S05,Kicking-Side.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",3.362085899354177,7.20003287814748,3.362085899354177,-16.899402708308028,44.92891354826723,0,
UCF Sports Action,S05,Kicking-Side.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",1.5273996778290124,2.5647420671612586,1.5273996778290124,62.76663174932182,132.92786472196312,0,
UCF Sports Action,S05,Kicking-Side.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.8640845422760493,3.2628819821552604,1.8640845422760493,25.39174316240004,18.97105060809934,0,
UCF Sports Action,S05,Kicking-Side.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.44540259747558925,1.668036707322186,0.44540259747558925,27.366301952001383,28.572314940178774,0,
UCF Sports Action,S05,Golf-Swing-Front.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.18059002843632932,0.3762317395561247,0.18059002843632932,43.120581723223374,66.3520336617707,0,
UCF Sports Action,S05,Golf-Swing-Front.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.046924472256208404,0.08515745535333757,0.046924472256208404,23.593220338935797,6.974663173794752,0,74.14409678806891
UCF Sports Action,S05,Golf-Swing-Front.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.059336415506312544,0.11878852330768518,0.059336415506312544,35.389830508195935,6.9235487557738535,0,178.1550319355699
UCF Sports Action,S05,Golf-Swing-Front.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.0991664614714931,0.14299034923775147,0.0991664614714931,29.491525424247374,6.510259656757938,0,113.14330186897665
