,dataset,participant,task,step_size,ablation,landmarks,RMSD,mean_motion,std_motion,mean_T2,std_T2,warnings,UCL,task_code,Timestamp,Participant Number (Experimenter Only),"Kind of Experiment  (SUI, LGP, etc.) (Experimenter Only)",Mental Demand ,Physical Demand ,Temporal Demand ,Performance,Effort,Frustration ,average
83,Assembly,S02,SGI_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.054399813,0.077278468,0.054399813,29.97648903,41.65842557,174,45.11034359,SGI,2023/07/26 2:43:05 PM MDT,S02,SGI,10,10,10,10,30,10,13.33333333
84,Assembly,S02,LUI_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.566299469,0.722512459,0.566299469,98.88100963,91.72951515,179,142.3247166,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
85,Assembly,S02,LUI_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.187525579,0.192644618,0.187525579,23.97115385,41.96551978,131,37.83102211,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
86,Assembly,S02,LUI_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.230651708,0.250652188,0.230651708,35.95673077,52.65518615,146,53.87251835,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
87,Assembly,S02,LUI_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.271651133,0.277864328,0.271651133,29.96394231,44.59410807,151,45.85623318,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
88,Assembly,S02,LUI_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.806360004,1.104354483,0.806360004,98.88086645,75.52732873,178,142.3511506,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
89,Assembly,S02,LUI_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.277300512,0.304267864,0.277300512,23.97111913,33.78997511,146,37.83278859,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
90,Assembly,S02,LUI_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.342106423,0.39839523,0.342106423,35.9566787,43.61770384,155,53.87616257,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
91,Assembly,S02,LUI_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.35840675,0.396758002,0.35840675,29.96389892,36.30773467,161,45.8588533,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
92,Assembly,S02,LUI_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.174967424,1.670718979,1.174967424,98.88057901,61.84390304,146,142.4042387,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
93,Assembly,S02,LUI_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.406997787,0.473663042,0.406997787,23.97104946,27.11302855,144,37.8363348,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
94,Assembly,S02,LUI_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.510513956,0.62534225,0.510513956,35.95657419,35.93624461,169,53.88347879,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
95,Assembly,S02,LUI_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.435412815,0.537833102,0.435412815,29.96381182,30.19669971,154,45.86411336,LUI,2023/07/26 2:41:13 PM MDT,S02,LUI,10,80,10,10,80,10,33.33333333
96,Assembly,S01,LGI_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.672115115,0.73668823,0.672115115,98.90999999,102.3888978,262,137.1620613,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
97,Assembly,S01,LGI_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.21559221,0.188196812,0.21559221,23.97818182,46.90574576,176,37.47655548,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
98,Assembly,S01,LGI_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.270363326,0.253714671,0.270363326,35.96727273,60.39949552,198,53.1442556,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
99,Assembly,S01,LGI_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.282002917,0.259247691,0.282002917,29.97272727,48.69243383,205,45.33154694,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
100,Assembly,S01,LGI_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.894960222,1.140499385,0.894960222,98.90991809,87.27571696,282,137.1761329,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
101,Assembly,S01,LGI_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.279743549,0.294757704,0.279743549,23.97816197,37.45641645,192,37.47754796,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
102,Assembly,S01,LGI_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.357066624,0.402188118,0.357066624,35.96724295,49.56699374,211,53.14628638,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
103,Assembly,S01,LGI_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.357120098,0.382604505,0.357120098,29.97270246,40.47127465,210,45.33301303,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
104,Assembly,S01,LGI_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.233720352,1.776504582,1.233720352,98.90975388,75.17916645,263,137.2043615,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
105,Assembly,S01,LGI_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.39288698,0.463646858,0.39288698,23.97812215,31.27486222,195,37.47953848,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
106,Assembly,S01,LGI_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.507368433,0.641325376,0.507368433,35.96718323,41.79973259,213,53.15035948,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
107,Assembly,S01,LGI_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.449445108,0.546987553,0.449445108,29.97265269,33.80546467,229,45.33595351,LGI,2023/07/26 2:38:05 PM MDT,S01,LGI,10,20,10,10,10,10,11.66666667
108,Assembly,S01,SUI_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.406723181,0.416008832,0.406723181,98.84674926,91.14641765,144,148.9327811,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
109,Assembly,S01,SUI_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.15088007,0.136439418,0.15088007,23.9628483,42.15149379,116,38.25816266,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
110,Assembly,S01,SUI_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.19806731,0.18207161,0.19806731,35.94427245,52.24296469,132,54.75804718,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
111,Assembly,S01,SUI_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.074285572,0.071266584,0.074285572,29.95356037,44.66789314,114,46.49133955,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
112,Assembly,S01,SUI_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.559685272,0.643874164,0.559685272,98.84651165,77.59753907,143,148.9806832,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
113,Assembly,S01,SUI_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.207756544,0.209822159,0.207756544,23.9627907,34.74506367,133,38.26115667,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
114,Assembly,S01,SUI_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.272049057,0.281841428,0.272049057,35.94418605,44.18375519,144,54.76428515,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
115,Assembly,S01,SUI_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.101003458,0.109861371,0.101003458,29.95348837,38.37484728,118,46.49580229,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
116,Assembly,S01,SUI_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.7272051,0.92468885,0.7272051,98.84603429,64.19870739,128,149.0770247,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
117,Assembly,S01,SUI_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.266379522,0.303185662,0.266379522,23.96267496,29.99311895,140,38.26717395,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
118,Assembly,S01,SUI_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.346882761,0.406311282,0.346882761,35.94401244,38.21520334,141,54.77682339,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
119,Assembly,S01,SUI_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.139803004,0.159438028,0.139803004,29.9533437,33.25670323,112,46.50477188,SUI,2023/07/26 2:34:42 PM MDT,S01,SUI,10,10,10,10,20,10,11.66666667
120,Assembly,S01,SGP_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.282426566,0.328116759,0.282426566,98.84769235,87.39896787,152,148.7429405,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
121,Assembly,S01,SGP_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.121697696,0.119906933,0.121697696,23.96307692,35.04558114,123,38.24628313,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
122,Assembly,S01,SGP_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.151366149,0.154659059,0.151366149,35.94461538,47.59841437,136,54.73330057,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
123,Assembly,S01,SGP_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.048909891,0.058297156,0.048909891,29.95384615,41.05717085,129,46.4736339,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
124,Assembly,S01,SGP_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.409757107,0.511259906,0.409757107,98.84745753,76.46331017,151,148.7901374,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
125,Assembly,S01,SGP_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.178684522,0.187296448,0.178684522,23.96302003,30.00040557,132,38.24923864,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
126,Assembly,S01,SGP_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.22288615,0.241941767,0.22288615,35.94453005,41.27507464,147,54.73945663,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
127,Assembly,S01,SGP_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.065083082,0.089984801,0.065083082,29.95377504,36.05371912,122,46.47803865,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
128,Assembly,S01,SGP_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.555150583,0.754429256,0.555150583,98.84698596,63.89207705,128,148.8850567,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
129,Assembly,S01,SGP_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.248325932,0.275473553,0.248325932,23.96290572,25.64134911,126,38.25517836,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
130,Assembly,S01,SGP_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.307282322,0.35706521,0.307282322,35.94435858,34.94925358,153,54.75182983,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
131,Assembly,S01,SGP_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.085051355,0.130992205,0.085051355,29.95363215,30.370276,125,46.48689141,SGP,2023/07/26 2:39:05 PM MDT,S01,SGP,10,10,10,10,10,10,10
132,Assembly,S01,LUP_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.596514076,0.721153611,0.596514076,98.83361345,81.14890203,127,151.6266376,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
133,Assembly,S01,LUP_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.227112126,0.203681725,0.227112126,23.95966387,38.58010004,108,38.42435409,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
134,Assembly,S01,LUP_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.276236796,0.266262929,0.276236796,35.9394958,47.33273514,131,55.10496061,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
135,Assembly,S01,LUP_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.249188875,0.254663428,0.249188875,29.94957983,37.86423887,119,46.73929073,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
136,Assembly,S01,LUP_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.857097506,1.117455855,0.857097506,98.83333335,70.19578774,111,151.6851102,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
137,Assembly,S01,LUP_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.309861675,0.318100274,0.309861675,23.95959596,33.12815604,105,38.42791284,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
138,Assembly,S01,LUP_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.384169729,0.418218528,0.384169729,35.93939394,41.41502478,128,55.11240389,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
139,Assembly,S01,LUP_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.322681586,0.373543209,0.322681586,29.94949495,33.77442654,117,46.74460544,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
140,Assembly,S01,LUP_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.207763488,1.727533065,1.207763488,98.83277026,60.08587242,90,151.8027804,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
141,Assembly,S01,LUP_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.441893476,0.500946085,0.441893476,23.95945946,27.9784022,117,38.4350683,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
142,Assembly,S01,LUP_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.551764372,0.666677183,0.551764372,35.93918919,35.74779978,130,55.12737169,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
143,Assembly,S01,LUP_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.401528753,0.520124404,0.401528753,29.94932432,27.58531231,130,46.75529219,LUP,2023/07/26 2:39:42 PM MDT,S01,LUP,10,10,10,10,10,10,10
144,Assembly,S01,LGP_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.700723743,0.74628878,0.700723743,98.90360273,99.70536965,242,138.2698029,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
145,Assembly,S01,LGP_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.279764135,0.201055866,0.279764135,23.97663096,50.98601071,159,37.55423507,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
146,Assembly,S01,LGP_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.333476863,0.266562492,0.333476863,35.96494645,69.34990249,178,53.30334212,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
147,Assembly,S01,LGP_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.283002617,0.27450445,0.283002617,29.9707887,48.20743334,190,45.44634653,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
148,Assembly,S01,LGP_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.007606022,1.172882004,1.007606022,98.90350882,84.40781698,240,138.2862012,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
149,Assembly,S01,LGP_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.395622732,0.325175651,0.395622732,23.97660819,41.11270022,171,37.55537819,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
150,Assembly,S01,LGP_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.479338966,0.432942289,0.479338966,35.96491228,55.79513361,197,53.30568533,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
151,Assembly,S01,LGP_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.384604323,0.405253481,0.384604323,29.97076023,39.46585576,195,45.44803666,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
152,Assembly,S01,LGP_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.466236274,1.847890019,1.466236274,98.90332024,72.38623539,238,138.3191053,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
153,Assembly,S01,LGP_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.563214197,0.511442179,0.563214197,23.9765625,34.68328117,173,37.55767131,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
154,Assembly,S01,LGP_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.690035227,0.690566601,0.690035227,35.96484375,46.45197684,198,53.31038607,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
155,Assembly,S01,LGP_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.518307976,0.58813685,0.518307976,29.97070312,32.84518596,203,45.45142719,LGP,2023/07/26 2:37:26 PM MDT,S01,LGP,10,20,10,10,10,10,11.66666667
156,Assembly,S01,SUP_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.300353992,0.338058062,0.300353992,98.78800854,83.23267624,99,161.7582259,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
157,Assembly,S01,SUP_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.116862681,0.114265646,0.116862681,23.94860814,32.33170517,84,39.01205489,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
158,Assembly,S01,SUP_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.151618676,0.151734676,0.151618676,35.92291221,42.92396678,102,56.3425391,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
159,Assembly,S01,SUP_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.044776666,0.054486108,0.044776666,29.93576017,41.04541292,73,47.61993326,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
160,Assembly,S01,SUP_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.408409262,0.533464245,0.408409262,98.78755371,69.07883776,87,161.8658868,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
161,Assembly,S01,SUP_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.16898377,0.181406335,0.16898377,23.94849785,26.61757488,91,39.01800266,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
162,Assembly,S01,SUP_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.213325116,0.239823898,0.213325116,35.92274678,36.24918021,100,56.35515058,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
163,Assembly,S01,SUP_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.064410715,0.087563176,0.064410715,29.93562232,33.53608592,74,47.62887624,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
164,Assembly,S01,SUP_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.545472373,0.768205538,0.545472373,98.78663793,55.08018149,65,162.0830219,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
165,Assembly,S01,SUP_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.225609328,0.266723037,0.225609328,23.94827586,23.37127741,88,39.0299803,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
166,Assembly,S01,SUP_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.282142987,0.350538744,0.282142987,35.92241379,32.10883903,100,56.38055293,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
167,Assembly,S01,SUP_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.082071434,0.129001765,0.082071434,29.93534483,28.18834134,67,47.64688748,SUP,2023/07/26 2:36:51 PM MDT,S01,SUP,10,10,10,10,10,10,10
168,Assembly,S01,SGI_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.318462525,0.302180203,0.318462525,98.9283647,113.9508671,312,134.0756619,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
